result_type	original_text	perturbed_text	original_output	perturbed_output
Successful	if you 're hard up for raunchy college humor , this is your ticket right here .	if you're on a trip to the freaks of college humor, this is the place.	1	0
Successful	davis ... is so enamored of her own creation that she ca n't see how insufferable the character is .	she's so enamored of her creation that she can't see how utterly ridiculous the character is.	0	1
Successful	it 's great escapist fun that recreates a place and time that will never happen again .	it's a great escapist fantasy that will only be the same.	1	0
Failed	dazzles with its fully-written characters , its determined stylishness -lrb- which always relates to characters and story -rrb- and johnny dankworth 's best soundtrack in years .	dazzles with its fully-written characters , its determined stylishness -lrb- which always relates to characters and story -rrb- and johnny dankworth 's best soundtrack in years .	1	1
Successful	highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .	no matter how he likes it, the culture he likes, he will finally find a worthy successor.	1	0
Successful	once -lrb- kim -rrb- begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .	once -lrb- You may decide that it's too much of a price for a shiny postcard, but it's worth it.	0	1
Failed	-lrb- t -rrb- his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .	-lrb- t -rrb- his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .	1	1
Failed	too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .	too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .	0	0
Failed	it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .	it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .	1	1
Failed	bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .	bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .	1	1
Successful	it 's a cookie-cutter movie , a cut-and-paste job .	it's a cookie-cutter movie, just like the one we used to do.	0	1
Failed	it 's a grab bag of genres that do n't add up to a whole lot of sense .	it 's a grab bag of genres that do n't add up to a whole lot of sense .	0	0
Failed	fun , flip and terribly hip bit of cinematic entertainment .	fun , flip and terribly hip bit of cinematic entertainment .	1	1
Failed	just one bad idea after another .	just one bad idea after another .	0	0
Failed	it 's a lovely film with lovely performances by buy and accorsi .	it 's a lovely film with lovely performances by buy and accorsi .	1	1
Successful	the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow .	the script is triggered, and Mr. Hartley's giant strides and low-foot-stepping are heard.	0	1
Failed	does little more than play an innocuous game of fill-in - the-blanks with a tragic past .	does little more than play an innocuous game of fill-in - the-blanks with a tragic past .	0	0
Successful	a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .	a fun-loving romantic comedy that's gonna get our girl the hooker and a brief shot across the wall of the brick wall.	0	1
Successful	like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter .	everything is perfectly set up for the week before the show, and everything is perfectly fine.	0	1
Successful	it 's a buggy drag .	it's a car chase.	0	1
Failed	yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .	yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix .	1	1
Failed	it 's a bad thing when a movie has about as much substance as its end credits blooper reel .	it 's a bad thing when a movie has about as much substance as its end credits blooper reel .	0	0
Failed	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .	there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine .	1	1
